"recordIdentifier","recordType","organizationIdentifier","programIdentifier","memberIdentifier","previousMemberIdentifier","memberStatus","fullName","firstName","middleName","lastName","streetLine1","streetLine2","city","state","postalCode","country","phoneNumber","emailAddress"
"7f33fbf2-4cfd-4043-b3e1-2c8f177813a4","MEM_SYN","100","13","3639","NULL","OPEN","NULL","ovvo xv azi9Aidxodie","vecossewyfjvkbkczm6d","NULL","xiea9 hqlhvwtczxslQf","vchq mKORnvwypiq7ggs","NULL","QdpxqioqilUwd bxqiu3","NULL","NULL","yzk Eiq6qlrUiazzZTrq","NULL"
"15e026d8-914c-4675-ab52-96c1de0bcdce","MEM_SYN","100","13","3640","NULL","OPEN","NULL","  2nw7jdchfrksnhq sn","NULL","hzt9JojrxodumloKxiuw","deplu  xdlt a oddo7 "," sdh4kswgqhkeh9va5qb","hy7qia21ierepqSf3y z","NULL","NULL","NULL","NULL","NULL"
"e75e942c-6cd9-4702-aaa8-68f2bf4fcd58","MEM_SYN","100","13","3643","NULL","OPEN","NULL","NULL","NULL","NULL","vao hrtwvjldac1feeae","Tbqmgtwf2w4ri6kpymRx","NULL","baxu1 hnixifloypBivv","gcewkfxvptgucutlbemf","NULL","3nvbm1 wio xKyttqbr","Xbkrleodwtsggobmb0ct"
"19103b21-543a-4b7d-aade-85755e5b8c54","MEM_SYN","100","13","3644","NULL","OPEN","NULL","NULL","q mem8na4nqlxh49qvGl","NULL","NULL","ufz xw yomrJeqressa ","NULL"," 4aqzygjyt ovcpinJgS","xqvliu teo4MxqOpOg5O","Jyxsgfdhe sdwtGxOktt","NULL","NULL"
"1262db73-3741-44e1-8d8f-1a18cfa4bdca","MEM_SYN","100","13","3646","NULL","OPEN","NULL","NULL","dfgou  vsufXeqUi iag","NULL","NULL","NULL","elu u61 xmm3rcjvp9Oz","NULL","pbupvFslylydpEwdv bl","k da Pvsbplfg xansmj","NULL","ypcg iciycgjSgydsuU "
"0eae4456-add9-4092-9451-b22c865567c0","MEM_SYN","100","13","3647","NULL","OPEN","NULL","rrau9dcbdzgrdnfc3 xx","NULL","NULL","NULL","NULL","lpgsmrlmirnwmgr wy v","oudje6ltpypb z k0cg ","NULL","NULL","NULL","z9j6xihMu8tdzw4ywalw"
"4a6437db-d160-4b63-802f-f207565b303e","MEM_SYN","100","13","3648","NULL","OPEN","NULL","NULL","vmo k6iexktzodl xxxk","bjjpppjaTmviavpUxxen","NULL","NULL","NULL","lz yg nnhEKj5svm6ycc","qzpogap 7l ydijDhwtv","t4zifn1cmef qxeoF0dx","vknyh1e ejskmaqwlvh5"," ko uxeyrov5zkknxcfs"
"0caddddf-0992-4a88-ad7a-6f6fd295c121","MEM_SYN","100","13","3649","NULL","OPEN","ilrjh uuxh uujarTqgs","vqacpxauay zmm6wstq ","fc96kybuqtnuwBlnoxwf","NULL","NULL","NULL","NULL","zhzejqzfo tfqygGHldi","NULL","ag9N ferkhmpi6vwbslk","NULL"," qjrvknegt IOsqbrbyb"
"2d4f1890-f164-4c12-9e42-cb4ead2d4ea9","MEM_SYN","100","13","3650","NULL","OPEN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","ptwb cynv3dJifkqzqr ","h1PCuz1 vsgfszykqgzs","NULL","uaaxAltemz2w6m8agNt "
"a725a317-1671-4f55-a51a-5fca4f847782","MEM_SYN","100","13","3653","NULL","OPEN","NULL","NULL","mtppalkhgtubq2wmkoqb","NULL","NULL","NULL","vj h0n4p eioSpbqsigu","sp8wkrw4wym19n lyeor","NULL","NULL","rx wa2qdqwuctmwawmt","NULL"
"361c4c09-eedb-423f-a07c-1ca70e7dc14e","MEM_SYN","100","13","3657","NULL","OPEN","ayb UecomsdopXjeysbo","NULL","NULL","NULL","NULL","ezo zu tyOhpuudjklSx","t gn kxmexOwg4vmekCr","NULL","uWk iq7MydsaQravdaaw","hnc e2iDCz ylqraavzz","edkcafcbudfCryzmAtgw","phonci04f xZytqf5is "
"e5697b0f-4daf-49f9-805f-064d420d3d3f","MEM_SYN","100","13","3662","NULL","OPEN","tcna vfuc6pIjvyfsF66","u5oPtrUxKnQpstS xkq ","NULL","R  emxsojgp3 bh 8eti","puujivJdZiee taqyn6E","NULL","NULL","NULL"," johf7D8gfleyhztvthv","NULL","cj vqglLxsz s hcjqwo","NULL"
"3e120d8c-315f-453f-a180-08afdcafaead","MEM_SYN","100","13","3663","NULL","OPEN","NULL","uKimadwfnv5qjrjnitgh","NULL","NULL","NULL","NULL","lbbuwyvkPdwgrhspfdpb","NULL","NULL","NULL","NULL","NULL"
"ca8955d4-d93c-424f-8933-1ffec0e22b1e","MEM_SYN","100","13","3665","NULL","OPEN","cbz0 sm tyrxUtlyc m ","tzaxsc0cpio0xk qcwpw","NULL","o ihx gbn4vjnfyrv vc","yotikduOzc mdffhypba","NULL","NULL","NULL","NULL","P9z3igyrpdqhkyvuw iJ","NULL","NULL"
"a711d7bb-916e-4cbe-aa6e-64649f6147f6","MEM_SYN","100","13","3669","NULL","OPEN","NULL","rchjV7rngxwPsslkmxyq","hy4l3h7djkmvyfq2j8jm","onxnbVhtwmyvzdedfhlp","NULL","v bwyssayiqnrt9fvtkc","4HidVrucmxxmjyOwds i","ed6kpsZjs6wailwpmhfr","c0zc7cp0q7 qwwWkumsl","ind0fuycgxifops9walv","NULL","NULL"
"eff8c575-2f1b-4442-beb0-c32a06556c2e","MEM_SYN","100","13","3670","NULL","OPEN","nngnuH W9eovmrge qyk","NULL","NULL","o5nmquxy sbagzfcTsRu","91axmhekbV53ctp 0kdu","NULL","NULL","uemkqxtxcannvr dvjvw","NULL","beiDAjpb  pvkhikt O6","m4ydjz ccy2ri 3xmpeu","qusfrwzdmnrabgot lec"
"5e179001-2b1e-48fd-9ca0-7bcfc0da6d2d","MEM_SYN","100","13","3672","NULL","OPEN","3yp qgrmwy utqvdehx5","NULL","NULL","NULL","NULL","rywhowxgsvoc 7kofqrx","rimsolv5xXveiccqkpVx","NULL","tdjk dlptsgamaybxb w","NULL","NULL","NULL"
"79acf4b1-5869-408f-836b-d17afba2fc61","MEM_SYN","100","13","3673","NULL","OPEN","NULL","tsodezmjoky1odfcrvod","NULL","pcjlgth zeemUavgmzbr","8wwvfdq uonbraTM6am8","NULL","srr3gf4p5cUcxshexzyn","xb lor slursnzbkYh6v","1 uHm  wytMiri8Qyh u","Fqjtvnfofurfbvniywcu","tqvvxyidxn2wzbjhSkrg","e5oeglbzguaahhpxnfwl"
"94f74701-1b47-4e07-b427-739f3e31f2f0","MEM_SYN","100","13","3674","NULL","OPEN","kacdldtkl a9o msafel","glhcsrjceyYxk6Uxautm","ardx sgxxygni lomujw","cj egegqjupaVfwixihV","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"957e4617-9391-4631-a691-e30cf5ccfb15","MEM_SYN","100","13","3675","NULL","OPEN","NULL","NULL","GxZxxg4 hgKzrlFqBy9u","wysnxdeok3qg3u bd uc","NULL","sn3ojurp qeaIajwpzrf","o8rzv kfgitvhfplyakj","wwopfdrkymqxplpz9 nc","yikjznoqobwYcwjHgsmf"," wrqwktnh1qknk4lrpqv","p ezQmcbxiI5dVdtvdxi","NULL"
"a79d8751-51bd-45f4-927c-c01ba2d24270","MEM_SYN","100","13","3676","NULL","OPEN","NULL","rfXb9mlr catpeAtcslc"," zwzux 0ekuqjqltz8pQ","NULL","orkci ywcicc8sg ssCt","NULL","ufuj8jszvhibx wl jio","NULL","upvzshggwbkhbn7lqoma","NULL","NULL","NULL"
"183304f2-35cd-424d-9f58-88cfb9e121e6","MEM_SYN","100","13","3678","NULL","OPEN","ljgovysGyeQneiuefppi","zp noaLylhpdu smqBFo","NULL","NULL","NULL","NULL","NULL","NULL","sDmkludtwxvbgphnStqb","Gzbh gkengqdvqpvlmhu","eae oh0bnmdfhy 2SYOk","milvl1dzWfwhcix uqkH"
"c16bf573-3172-45f7-82f2-dc386f0ad0f7","MEM_SYN","100","13","3680","NULL","OPEN","8rmsltc zpnbek0 hbn ","qcvb7czn2soqhOg t s6","r dqtgDrbmH bNphfpcw","NULL"," UYupv e7g kfwiqutnt","oovug6dejmh9wkaimyua","1bXwen uavdeepjudrff","NULL","NULL","Ud7vujfevnhmhpuffmt ","NULL","NULL"
"82510b18-5546-4044-94ca-2b8d0b8acf20","MEM_SYN","100","13","3683","NULL","OPEN","NULL","NULL"," whpuyjzfOoeSqcairpg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","jlzmgUmqgto JatagFz3","NULL"
"8cbbd95f-a89f-420b-ad08-ac535ddbdc14","MEM_SYN","100","13","3684","NULL","OPEN","NULL","NULL","5hnlqbxw02x vwaslf3g","yp6v geqq dfjnrW ehv","haegnQcqqscna9xjSwjp","fdemyfrlquak ubdkuXk","NULL","NULL","NULL","NULL","NULL","NULL"
"29b9b631-e0b0-4ad5-b0aa-026540aacf50","MEM_SYN","100","13","3685","NULL","OPEN","lnckearfdseerkovg ol","NyuauxuMeKQrsR9 Mhqi","mldzi2ZfjqnEa3ongtpn","cgw kgaaiE hdl 3pygf","NULL","NULL"," lfessomch0q chmbldt","8mwmgouagsytpvjegGkg","osrf1qefN kdfmqbzvbb"," kiqfkWzXvhadii itna","NULL","yguaorol tqddgzhz7cg"
"6dfe2229-d672-4b19-b32f-0004cf8a2947","MEM_SYN","100","13","3688","NULL","OPEN","gcnmoonnfcxoxudiknfc","NULL","kqyxaxfmhxs oq3m6ofb","NULL","bCdgg hdgzkpxieofekg","NULL","NULL"," wfl5ldpow2xLp0wbvci","tzj nvd  xmO pL hpnd","kXcWfjAnubrjrlniwgku","rc xadGrr6mx GemlhN","NULL"
"0a41e113-2eda-4443-9c7d-5e3133d26ed7","MEM_SYN","100","13","3692","NULL","OPEN","bvA0iydf Xddtfiycs3q","NULL","NULL","NULL","vgdqmparsOsxzzwru0wp","NULL","NULL","NULL","NULL","poeovib omnhpuiymor4","qhycckIayowFc9vnso1c","J0 1zllx3zl jmtbkwsp"
"d8b797c2-712b-4b7b-8edc-d8aba578a9a3","MEM_SYN","100","13","3694","NULL","OPEN","NULL","NULL","durXcaRuimjrwmE7oeuo","l 2Uw aqelwc a klJp ","wicc hfnmiw gveqglvi","NULL","ri9zvksQwgbgj5h s I9","NULL","xjeuehhs ztgnlcDdswn"," npm9jEqzi ykhf3y5bx","NULL","yXug9nl uduvtumncddp"
"cb450cb4-aee3-4b84-81be-334af6570ebb","MEM_SYN","100","13","3696","NULL","OPEN","NULL","llriniottC5g bEvglfr","NULL","vm hdb  watkylaozvkm","qcwUqhlerk i5mffbqqp","v4vnmpyi xi6vtbyvtyw","byludhgek psrakjycl2","NULL","NULL","NULL","jsclanz7byOhqa  utor","NULL"
"8291bbcd-7063-4cd6-854d-cf88c40b7a9f","MEM_SYN","100","13","3697","NULL","OPEN","tnfntuoedqomifAhXjti","opxfyffijh8yrpuiqngn","NULL","kipzyacny2kktqdTfvy ","NULL","NULL","gcfyeqcyrl d IwyJknv","NULL","NULL","yzbds7 e6pkvl gde5qq","NULL","NULL"
"3655f0bd-8dad-4819-af19-a385d4a93dfc","MEM_SYN","100","13","3699","NULL","OPEN","aaacwlu cblkAji5v qm","NULL","NULL","NULL","NULL","NULL","NULL","NULL","yX yzfgomRyhanTUfj4o","NULL","fc zjwqwytuzywnkwgxh","ywcrhuyh  pzpglog ms"
"ea90b1a7-1954-4133-92e9-9b8ed3dc5b4d","MEM_SYN","100","13","3700","NULL","OPEN","NULL","NULL","NULL","prfUkzcauawtpwmwunhH","byk lvpqgemwsmyklhkf","huPXyhcrjle2lUvzg0Ar","NULL","NULL","NULL","NULL","NULL","NULL"
"2c8d4579-b45a-4419-92c7-00771c2307a4","MEM_SYN","100","13","3701","NULL","OPEN","  e1mcUo  rkwpsufhtg","vVt sjwgucrxea1nkp n","NULL","NULL","21vcx li q8hh qrV zd","  s4 tkmukHl7tnfjm5y","NULL","NULL","NULL","NULL","NULL","pl2hx9jaeD bkthcj75d"
"967936ca-5264-48f1-93f6-730a473c321c","MEM_SYN","100","13","3703","NULL","OPEN","pzbinOdgfpUmpk  rhac","NULL","NULL","NULL","NULL","NULL","idldjhuwa5kk02ejdviy","NULL","oqxxmkk ADq3q7syFc c","NULL","0vmapt 3 q zxupmged","k2gkAxwoyjX9 fv t6fq"
"c6ce74f9-fb4e-4cf3-80e6-2a20bb8950df","MEM_SYN","100","13","3705","NULL","OPEN","NULL","gopbzyvemQnjoceaayr3","NULL","NULL","dcdqpca8v ajubb rP i","NULL","NULL","anEaplm1eeyxyq8exz l","NULL","NULL","NULL","NULL"
"1c907bd6-ab4a-429c-83c7-cd29e1a0385e","MEM_SYN","100","13","3709","NULL","OPEN","cc oscanoPqhsishfugv","clcsxomwhhg  oNtsieo","NULL","NULL","vwty ylb7s5d92w  2gt","NULL","NULL","NULL","NULL","vy e1t pzaiq evlysy ","NULL","NULL"
"40397830-c70b-49ad-a3bf-23349106c8b2","MEM_SYN","100","13","3710","NULL","OPEN","NULL","tdtgbjumIzd2jmsob lj","NULL","ayaxgqlg2tznpk0omdtb","NULL"," THfksmma jnnF9xqytz","NULL","NULL","NULL","NULL","fvSmwtv3oSirbwj4jsrv","NULL"
"53f5fb73-03c8-438f-8054-eb1f5e9ff6ce","MEM_SYN","100","13","3711","NULL","CLOSED","aSmYeb cmmhvtrtbmpxk","NULL","NULL","gRybBW xzbykjdaujgc7","NULL","NULL","NULL","NULL","qehtpbgyl   gid voxf","NULL","apelwi3f9pagq  25bg","NULL"
"ca4d86e9-2a9a-48ee-9339-a6889a12d0d1","MEM_SYN","100","13","3712","NULL","OPEN","xfd7cuvmscjzjw4 qnwk","k rsLkgdaydzlfvwrtd8","NULL","NULL","NULL","NULL","bwr vugbsuloRhjgwyou","NULL","NULL","vms3qygjrar3frm yiam","53iqbiwuxgz0pixcmswE","pbldtbsnuoqzyfm oybs"
"f6c6ece8-80de-49cd-8382-bc7b1482b6b7","MEM_SYN","100","13","3713","NULL","OPEN","  dn9szf2x cywPga i ","mtYbjuqwbYlnklnhxmcn","hrjcpVpfnjhn n twvci","NULL","Orpf6ibbjiouxzrzrrfn","u  ucBfDmfp 42hcipAq","NULL","hYgvyNwdb kpn zdrgvk","dje 9cfnxttbev5lww1l","vsowGshwag7ymXkwjhtj","NULL","NULL"
"555f36d9-0034-4c58-ab4a-f0443b78513d","MEM_SYN","100","13","3715","NULL","OPEN","mlrc v kg mu5owp biz","NULL","phjhbhsb pompftFxnaf","NULL","biotwxnnkkzkuvwkaycg","yf rrhhsy2f ynowjckn","NULL","zU wnken32bhveo jnbb","NULL","ednWdfoS vpnyvg6yuoq","NULL","vhcpjzchjkiyusyocZsz"
"6c5999b5-25f6-4bd2-8ef4-7a412c71f1ee","MEM_SYN","100","13","3716","NULL","OPEN","zpkv q vieldmpaokHh6","9Ozir vqWwDfflt cfbo","7erkgek fzkuf8 buc7y","kvhzI 1c5hrg2ejdpLqn","NULL","NULL"," ayczziq sbm5loxmcv ","NULL","awopuHxvuiaitrz ajgt","2uicZhizfhfkdc nBin6","NULL","wpfpiribr gfe4spuk4w"
"b155a0c3-8dea-4b5e-b2f6-76a256680121","MEM_SYN","100","13","3717","NULL","OPEN","oAjy2fgpaoo6 nl redi","q smra1t0uw hlc1kTqd","NULL","NULL","NULL","NULL","pvjsFcbjo dLo az jan","NULL","NULL","kozyroocReyMwt paxeo","zfjvhj6szh ejus hqmc","wbtwlbhvyewd29sCzcyc"
"1985e381-b9f1-4a6a-9c4b-6c4029f83d23","MEM_SYN","100","13","3719","NULL","OPEN","NULL","NULL","cenaulrskepgxqyvn7no","ctxwycetlNj 9Yrvnrcg","NULL","NULL","dak u14yXJ dx0x5uitc","tvjfHizgbFMl qhakaly","NULL","NULL","Fxrtcytxkyionqb53jk","b3uudoclhwsxf1voh cc"
"30cb6201-4640-4d34-b0e7-271a09dc8855","MEM_SYN","100","13","3721","NULL","OPEN","w0jsdxycsiqqc 9qoen ","nhgfmtpncadb Cmjcb e","NULL","lcvqbA wuig i a8ueir","NULL","NULL","ossfnlmlAom dbtti2mz","y3mc Aoul3rk3eBscbds","NULL","hssr4wzlqphxdsiqnkkL","NULL","NULL"
"f15ef941-005b-41f2-a841-eeb4e261b9e7","MEM_SYN","100","13","3722","NULL","OPEN","NULL","da9dTahrkK y0rr6ygsM","NULL","b2bRdojd qkvvjiareAa","NULL","kyNwoaz laoc0ocnvn8y","NULL","fve qus lqc jxwxlsnp","NULL","NULL","wgika2axlvsyt usVdo","NULL"
"2ee5c7ab-4fff-4578-a452-da70f8561c0b","MEM_SYN","100","13","3724","NULL","OPEN","NULL","doSybpiygv tyuu nbdw","GvoqYQihlyejy4d6v  y","NULL","u x cbaxsgseofnhvcmc","NULL","hxrhp8 vwwic gkfpTft","NULL","NULL","srfpkvhigxknchiefsvv","NULL","kjbzfrv4xcajqUumlzla"
"2cfd885b-576b-4b85-a5c1-b8c36067914c","MEM_SYN","100","13","3725","NULL","OPEN","vQsddpw8xcumoaoVchny","j7cdjcy2wnmuTbjnoshp","NULL","az mbw slyImtcwqzpCe","snNvdmApwwdhpsomi6vi","NULL","8fyt67knu I2p i mvsm","lh7xocvpzcrbjj0Eilsc","smkqkpm rp0olkjsafxw","dh6Hrzx4uko4vVw5raMo","NULL","NULL"
"ec3953d0-c56a-48af-b6c4-a34f6fbd7bc9","MEM_SYN","100","13","3726","NULL","OPEN","acb345abamitt uL i i","NULL","tjrmxRLV1b5bf1u2sidn","rcmbdGowknsbkpykauWk"," jznece7yxmsusxpsmfu","wlz7ouk nvdoiry5ntZj","rix3oaw ptjbpyyddVUj","NULL","NULL","NULL","NULL","lxrsoD3dmMpnymaSrqju"
"b3be9a32-ac1f-426c-b51c-2662f606beb9","MEM_SYN","100","13","3730","NULL","OPEN","gsim vjoxmzjgbpkrrar"," sg7cr1autydurnhrkoj","sy Kxf  InuqJfdhrxxb","NULL","6Umqnhcgyfv5gacrkmqw","NULL","na   uqs7wxij li6noq","9 y7zsbzgzz fekpyiK6","NULL","qk1vtsEcPaKuo nudxv6","vrbuWhc1wFqxsocqKcre","NULL"
"ee265df5-6482-4511-a53b-cc7528f5b9c2","MEM_SYN","100","13","3731","NULL","OPEN","SoctDy1kmzgxxp lxdpr","NULL","NULL","NULL","NULL","2bpchtsegr5f re xUhe","NULL","NULL","sgbx zJ4izcoJarptdqe","qg9uDmxqpgpg za Amd ","c dulfScs2ojemi1wsdd","nlkxy dcryqqgsIUxjez"
"0ecf8209-96a5-4215-bade-bf764183d905","MEM_SYN","100","13","3735","NULL","OPEN","NULL","NULL","NULL","g3lqplzLayuMowmgcdvr","NULL","NULL","imoktjowxjagcp2czfpl","kjnbzylskxareOpbvkKb","NULL","t1giymrgmpeawvsndacj","qyah ssmosptwqrLmdyt","NULL"
"b77b5f98-26d4-4098-b97b-742992d1cb7c","MEM_SYN","100","13","3736","NULL","OPEN","jhppqndxd xwzvwrolqu","ygzuwZpfq5T 9xsnyynn","NW1kn aucyunoi5bcojm","dgqkriumhmkybxpstePv","qgytIdsYZyWswtoWogfs","Enrgmmstv wbosChtwih","BkwvtaOyz tubltNrlos","NULL","hukihCfcp REtgqxoMr2","aftfqfJCqtymxytulfei","NULL","a9edOxbTgrVei  m7rlX"
"85d768ad-5516-42dc-a043-9054f3783fcf","MEM_SYN","100","13","3739","NULL","OPEN","NULL","rc fZGdz aworejyg4dg","NULL"," 3lyyx55sw ag5zKfr 7","NULL","htqyzsjq1lakoaoths7l","NULL","NULL","aiuaqXhumxDxlQuf4wca","qsQgbahdwp mhjpevpzx","zzkkqFwuf78sciyjx qm","NULL"
"f53ea6fd-b328-4b27-96e2-b6e3a339acf0","MEM_SYN","100","13","3740","NULL","OPEN","jree8hvxaO lnedciOhe","NULL"," gqiIiuqoodn6bQ gw d","fcj gfxeX4  agpvjvxe","axdaxTpsqk wbqqjdjbp","NULL","q4q9w7 3c8rffnfc   t","NULL","oml6dxo hjyadPqjRhkw","q cI6nY6dmtmeRqnifdu","NULL","inv wrioc jL  0ynfyH"
"ea38f953-7cb6-4385-8448-5edba8da0512","MEM_SYN","100","13","3741","NULL","OPEN","iebxxrtqiaa dsge gev","i9p xIsgoplyuumwv uj","NULL","bthzq pr bmnbd9ofw w","NULL","NULL","NULL","d2qu memkrc cpxaUviu","on9 eyhB6 n hglakadu","NULL","JjbMVwt1d lmusifbonb","jmmnhagdTcyqlhFa8 ot"
"88ef7ca5-be20-4c06-b892-5c017f3e8617","MEM_SYN","100","13","3742","NULL","OPEN","xtzzb5mc sqfeybWejhm","NULL","NULL","NULL","l di8lklmcaalerjuvrr","NULL","scxzcgm2jfjokjgkNtqa","NULL","NULL","NULL","NULL","NULL"
"7bad108d-355b-4d5b-9691-9916be960a2e","MEM_SYN","100","13","3744","NULL","OPEN","NULL","NULL","y9m VWnvqyyomvc5eaew","NULL","NULL","NULL","NULL","t dputp6mmLmj H8 nUw","ztj00e Ml nftzeq7pod","NULL","NULL","jbbmakuvdqn8  gtaZdy"
"200019ad-14bd-43e2-b69c-e65896ebc156","MEM_SYN","100","13","3745","NULL","OPEN","NULL","NULL","dqbTg8zvysxefd8kmkdE","NULL","NULL"," oqfsYzteaqaFmvYws n","rzyXakcsxovwQqdccagh","qsyo8Kk6 mlprvlcTpvw","NULL","NULL","Mh xfzvy vc5ljojjgfx","NULL"
"66d4ee47-2b58-48ba-8829-481337c1303f","MEM_SYN","100","13","3750","NULL","OPEN","NULL","NULL","NULL","y1x qcBskQdlwhthxoi ","NULL","NULL","NULL","NULL","envcomapljp 3ohdntzI","NULL","NULL","fus  q dfg1sdxpvctbf"
"4f9910eb-39ec-4eee-89fc-5f6a0cfe0619","MEM_SYN","100","13","3753","NULL","OPEN","NULL","x7poogkzrvxsnqa93ksp","Guqka8wLoqH RbilqyZ ","mpolmyn bswI aoklbui","NULL","NULL","NULL","NULL","NULL","cpjFHmmjz8nxsvSvzjru","linab4kixx znbyevimc","4jRHtxpofklvx9iybvtc"
"ecfe8dec-64a3-48ff-8aea-dcd2845cf0d6","MEM_SYN","100","13","3754","NULL","OPEN","NULL","rszbEcri2EyT0fekegbb","NULL","vdyb5f1kksdtyfmsasih","T6rkvdHvia na  6tlia","NULL","NULL","NULL","NULL","NULL","lhssou s yygujezw5Bf","nywo5x 2rodayi fqt v"
"00e29b0b-dd32-401f-a401-2102fa18f6d2","MEM_SYN","100","13","3755","NULL","OPEN","lxvxdvrhztmudotj edg","NULL","bR qdkzdqufmozottac ","hx6bjpgxdunzfykfGpt ","NULL","ba2swuaLhknwpvk3gbfq","NULL","yxn  Urx b5ilis5nobh","NULL","bdfppadwgb 9vHf lK h","f8yju  hylomeys7uwDp","g8xq yvpilu0zvblmyzp"
"ca9b259f-99f2-494b-aa7d-37b5467b760d","MEM_SYN","100","13","3756","NULL","OPEN","NULL","NULL","NULL","NULL","ci3wcTfB4gwmobyoqfw4","tdworrqjqohmniWqc jP","lyZdpltgec2EkengBmxo","eofzdSkAwqeoomrkilfl","NULL","NULL","NULL","gxrpbljxpeaxxevxwiit"
"df703724-95be-4c6d-a615-95689c14314e","MEM_SYN","100","13","3759","NULL","OPEN","NULL","NULL","Ool5xugUfaeslcqdEsjn","NULL","iffhyd1mcoppbktuyos ","bq p0oxcsvncrndcsbsq","uyslSglEb2b6o lrbpov","J8xuvdbyptiadqwuHzKe","eaozaltQqy truriAkof","bs gkbqdisywhqi yq D","NULL","NULL"
"8db04660-4083-4c78-93dc-4735131e6c70","MEM_SYN","100","13","3761","NULL","OPEN","NULL"," obm0ruxgmq lqaa wKe","rhgUtkWKa0ggOseqscho","jz9p  Pkh oak3p6lu v","0uyhxhwDqfbvr6wA do ","fjpfikt hfvzw ndup2k","pwtwsizbhfvucrijqz h","gsteeyb7tboueki6iovq","NULL","fc i y kyxcrfomxajgt","NULL","NULL"
"24b4c4fd-e7a7-42e1-8a4c-14157570e8b3","MEM_SYN","100","13","3764","NULL","OPEN","NULL","NULL","symOq7vbcfolvo bhmcg","jreIwQlmlnhL8plvv3ql","1s4yqgr i6bbnpivr19I","NULL","NULL","NULL","NULL","abfgpcqJBrzsm wcoiqn","NULL","NULL"
"0916992b-2315-4392-bc89-bdd42e677f22","MEM_SYN","100","13","3766","NULL","CLOSED","hvg4Apqpu6 mjywdgqph","NULL","  SezoPzajpGtzafljKC","NULL","NULL"," Jtosewkat ci9qqbsca","NULL"," ibj8cs vwSmcOlvgl6c","NULL"," qlhN3rtckpp9 xiidu2","2wawkaohabkku3utcd1","mzeortqo xu6wpxnhvKy"
"6e9408e7-5bce-4844-9c40-eebd3292d6ce","MEM_SYN","100","13","3767","NULL","OPEN","obrraqdeOnbw7horanqq","ixbfk49aNwmex ohf1ly","NULL","xhcnqyk mt vx xaqyer","a670betom8 y geargvp","zmypubeqilelQ3sdtwnn","NULL","NULL"," na  buzgeqcnqtp8mAd","NULL","botksqeghkxevrnwgihp","NULL"
"a55a2f04-8154-4428-833d-1d27958cd9a4","MEM_SYN","100","13","3770","NULL","OPEN","dseaimagiobzMO7wqjfx","NULL","8 rjux6eq4y2 uChv4 g","NULL","yczcylzauhsnh kkzqcA","NULL","NULL","sxXhj fy1jyqwsormtEm","mwjwnpljacp nmpoe4k6","u it3qclmlUgm6o vxkp","vlggwakzwktbvtghzec","b  kJ pzwifh triq qx"
"369a1c60-2147-41e6-b264-db5f1d71d226","MEM_SYN","100","13","3772","NULL","OPEN","NULL","NULL","NULL","xywbPlf9xv nsh qk mi","wLmg yeb odkBckM nng","NULL","vbgla7h Euwem klig k","7qiwtwr Xqoxxnrjfqlv","k7gobtt6lhbzpcyy sde","NULL","te5ekrfa4zjqxbbmyyh","NULL"
"0dcea32f-8da0-469a-b751-d8ae4920853b","MEM_SYN","100","13","3775","NULL","OPEN","dUxhe s2fcoe ifyewsh","k gaktgddlqdH4Zkbahi","9bmuksknyinhlm gV kk","NULL","zbujcto0  Mq0txdldsu","djenftxsrlrbxxaphxzv","NULL","g4qjzsm27yr2qkct0469","NULL","NULL","hnpclrdjsrwovoydfzkw","ehVaqsvy  hq u7edYrn"
"8644dc0d-f72f-49be-8e31-db81693f8498","MEM_SYN","100","13","3776","NULL","OPEN","iqjhruFrlIktrdlv6Fxh","dekfnbiqo jjijxe9why","6pllftiqpj6VLofwkcls","QAvo wb7rUzaYxxgq2bu","jgemxmYdneyim hajss4"," rm x0iiKig kzbfhjhb"," gjInrfwhdlmgklTbbXj","l4cspzppqxwt lwpdeuz","NULL","NULL","xoxkenuml4qbik fpex","NULL"
"c408342e-19fd-48a2-95f6-1309ac57dff8","MEM_SYN","100","13","3778","NULL","OPEN","NULL","wctxlektwRnjq rmvh p","NULL","NULL","NULL","mnjkYz x qynl4oixcra","a  ttvbnmrcmjinc pYp","NULL","NULL","j6ws4adf exlidyom xu","ymoounazopyfshgqzcl","NULL"
"141b9ace-f722-4e29-9454-f92e1c215de7","MEM_SYN","100","13","3779","NULL","OPEN","NULL","zHvvB uhnzZd7CTkeeor","NULL","y6pltvo oq fxeiwcaVu","xo qxkIY uqikvpikh7v","W K1pOxzjrNqen9npW9p","qkiyv gPxqx5Gpdhbsq ","w  z2laWzbqdwjgeGi1z","NULL","NULL","NULL","NULL"
"94583166-7501-4efb-a82b-95a073712d77","MEM_SYN","100","13","3780","NULL","OPEN","aLzntXuvk V Jcspttr2","uqatx7dzbrvamtlop zp","4wiwPhqbfp xz4ooubmy","NULL","NULL","zqsereoOBmtsOjqlgwb9","yu mnafgqgdpomrow pu","NULL","wprwobkrbsscvza8djfz","NULL","NULL","NULL"
